Genobysite,Genobysiteramp,Site,Species,Treatment,RampType,PAM,Replicate,Geno
1_Pavona_clavus_Floreana,1_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,26,Cold,0.529,B,1
1_Pavona_clavus_Floreana,1_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,26,Cold,0.529,B,1
8_Pocillopora_sp_Floreana,8_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,16,Cold,0.548,B,8
8_Pocillopora_sp_Floreana,8_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,16,Cold,0.548,B,8
4_Pocillopora_sp_Floreana,4_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,16,Cold,0.439,B,4
4_Pocillopora_sp_Floreana,4_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,16,Cold,0.439,B,4
5_Pavona_clavus_Floreana,5_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,16,Cold,0.489,B,5
5_Pavona_clavus_Floreana,5_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,16,Cold,0.489,B,5
1_Pavona_clavus_Floreana,1_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,16,Cold,0.485,B,1
1_Pavona_clavus_Floreana,1_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,16,Cold,0.485,B,1
2_Pocillopora_sp_Floreana,2_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,16,Cold,0.558,B,2
2_Pocillopora_sp_Floreana,2_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,16,Cold,0.558,B,2
2_Pavona_clavus_Floreana,2_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,16,Cold,0.428,B,2
2_Pavona_clavus_Floreana,2_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,16,Cold,0.428,B,2
6_Pocillopora_sp_Floreana,6_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,16,Cold,0.487,B,6
6_Pocillopora_sp_Floreana,6_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,16,Cold,0.487,B,6
6_Pavona_clavus_Floreana,6_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,16,Cold,0.479,B,6
6_Pavona_clavus_Floreana,6_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,16,Cold,0.479,B,6
3_Pocillopora_sp_Floreana,3_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,16,Cold,0.53,B,3
3_Pocillopora_sp_Floreana,3_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,16,Cold,0.53,B,3
4_Pavona_clavus_Floreana,4_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,16,Cold,0.475,B,4
4_Pavona_clavus_Floreana,4_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,16,Cold,0.475,B,4
7_Pavona_clavus_Floreana,7_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,16,Cold,0.361,B,7
7_Pavona_clavus_Floreana,7_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,16,Cold,0.361,B,7
1_Pocillopora_sp_Floreana,1_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,16,Cold,0.499,B,1
1_Pocillopora_sp_Floreana,1_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,16,Cold,0.499,B,1
8_Pavona_clavus_Floreana,8_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,16,Cold,0.446,B,8
8_Pavona_clavus_Floreana,8_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,16,Cold,0.446,B,8
5_Pocillopora_sp_Floreana,5_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,16,Cold,0.465,B,5
5_Pocillopora_sp_Floreana,5_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,16,Cold,0.465,B,5
3_Pavona_clavus_Floreana,3_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,16,Cold,0.47,B,3
3_Pavona_clavus_Floreana,3_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,16,Cold,0.47,B,3
7_Pocillopora_sp_Floreana,7_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,16,Cold,0.553,B,7
7_Pocillopora_sp_Floreana,7_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,16,Cold,0.553,B,7
2_Pavona_clavus_Floreana,2_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,14,Cold,0.47,B,2
2_Pavona_clavus_Floreana,2_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,14,Cold,0.47,B,2
4_Pavona_clavus_Floreana,4_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,14,Cold,0.412,B,4
4_Pavona_clavus_Floreana,4_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,14,Cold,0.412,B,4
5_Pocillopora_sp_Floreana,5_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,14,Cold,0.503,B,5
5_Pocillopora_sp_Floreana,5_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,14,Cold,0.503,B,5
4_Pocillopora_sp_Floreana,4_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,14,Cold,0.534,B,4
4_Pocillopora_sp_Floreana,4_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,14,Cold,0.534,B,4
2_Pocillopora_sp_Floreana,2_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,14,Cold,0.464,B,2
2_Pocillopora_sp_Floreana,2_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,14,Cold,0.464,B,2
8_Pocillopora_sp_Floreana,8_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,14,Cold,0.556,B,8
8_Pocillopora_sp_Floreana,8_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,14,Cold,0.556,B,8
5_Pavona_clavus_Floreana,5_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,14,Cold,0.469,B,5
5_Pavona_clavus_Floreana,5_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,14,Cold,0.469,B,5
1_Pocillopora_sp_Floreana,1_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,14,Cold,0.535,B,1
1_Pocillopora_sp_Floreana,1_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,14,Cold,0.535,B,1
7_Pocillopora_sp_Floreana,7_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,14,Cold,0.575,B,7
7_Pocillopora_sp_Floreana,7_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,14,Cold,0.575,B,7
6_Pavona_clavus_Floreana,6_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,14,Cold,0.447,B,6
6_Pavona_clavus_Floreana,6_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,14,Cold,0.447,B,6
6_Pocillopora_sp_Floreana,6_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,14,Cold,0.476,B,6
6_Pocillopora_sp_Floreana,6_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,14,Cold,0.476,B,6
3_Pocillopora_sp_Floreana,3_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,14,Cold,0.531,B,3
3_Pocillopora_sp_Floreana,3_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,14,Cold,0.531,B,3
8_Pavona_clavus_Floreana,8_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,14,Cold,0.476,B,8
8_Pavona_clavus_Floreana,8_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,14,Cold,0.476,B,8
1_Pavona_clavus_Floreana,1_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,14,Cold,0.472,B,1
1_Pavona_clavus_Floreana,1_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,14,Cold,0.472,B,1
7_Pavona_clavus_Floreana,7_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,14,Cold,0.528,B,7
7_Pavona_clavus_Floreana,7_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,14,Cold,0.528,B,7
3_Pavona_clavus_Floreana,3_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,14,Cold,0.462,B,3
3_Pavona_clavus_Floreana,3_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,14,Cold,0.462,B,3
2_Pavona_clavus_Floreana,2_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,12,Cold,0.457,B,2
2_Pavona_clavus_Floreana,2_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,12,Cold,0.457,B,2
3_Pavona_clavus_Floreana,3_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,12,Cold,0.44,B,3
3_Pavona_clavus_Floreana,3_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,12,Cold,0.44,B,3
4_Pavona_clavus_Floreana,4_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,12,Cold,0.442,B,4
4_Pavona_clavus_Floreana,4_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,12,Cold,0.442,B,4
6_Pocillopora_sp_Floreana,6_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,12,Cold,0.495,B,6
6_Pocillopora_sp_Floreana,6_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,12,Cold,0.495,B,6
5_Pocillopora_sp_Floreana,5_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,12,Cold,0.487,B,5
5_Pocillopora_sp_Floreana,5_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,12,Cold,0.487,B,5
8_Pavona_clavus_Floreana,8_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,12,Cold,0.5,B,8
8_Pavona_clavus_Floreana,8_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,12,Cold,0.5,B,8
3_Pocillopora_sp_Floreana,3_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,12,Cold,0.578,B,3
3_Pocillopora_sp_Floreana,3_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,12,Cold,0.578,B,3
7_Pavona_clavus_Floreana,7_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,12,Cold,0.49,B,7
7_Pavona_clavus_Floreana,7_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,12,Cold,0.49,B,7
8_Pocillopora_sp_Floreana,8_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,12,Cold,0.55,B,8
8_Pocillopora_sp_Floreana,8_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,12,Cold,0.55,B,8
2_Pocillopora_sp_Floreana,2_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,12,Cold,0.538,B,2
2_Pocillopora_sp_Floreana,2_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,12,Cold,0.538,B,2
6_Pavona_clavus_Floreana,6_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,12,Cold,0.466,B,6
6_Pavona_clavus_Floreana,6_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,12,Cold,0.466,B,6
5_Pavona_clavus_Floreana,5_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,12,Cold,0.487,B,5
5_Pavona_clavus_Floreana,5_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,12,Cold,0.487,B,5
1_Pocillopora_sp_Floreana,1_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,12,Cold,0.531,B,1
1_Pocillopora_sp_Floreana,1_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,12,Cold,0.531,B,1
7_Pocillopora_sp_Floreana,7_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,12,Cold,0.469,B,7
7_Pocillopora_sp_Floreana,7_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,12,Cold,0.469,B,7
4_Pocillopora_sp_Floreana,4_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,12,Cold,0.534,B,4
4_Pocillopora_sp_Floreana,4_Pocillopora_sp_Floreana_Cold,Floreana,Pocillopora_sp,12,Cold,0.534,B,4
1_Pavona_clavus_Floreana,1_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,12,Cold,0.421,B,1
1_Pavona_clavus_Floreana,1_Pavona_clavus_Floreana_Cold,Floreana,Pavona_clavus,12,Cold,0.421,B,1
1_Pocillopora_sp_Isabela,1_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,26,Cold,0.606,A,1
1_Pocillopora_sp_Isabela,1_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,26,Cold,0.606,A,1
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,26,Cold,0.542,A,8
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,26,Cold,0.542,A,8
3_Pavona_clavus_Isabela,3_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,26,Cold,0.559,A,3
3_Pavona_clavus_Isabela,3_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,26,Cold,0.559,A,3
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,26,Cold,0.527,A,2
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,26,Cold,0.527,A,2
7_Pocillopora_sp_Isabela,7_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,26,Cold,0.608,A,7
7_Pocillopora_sp_Isabela,7_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,26,Cold,0.608,A,7
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,26,Cold,0.602,A,5
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,26,Cold,0.602,A,5
4_Pocillopora_sp_Isabela,4_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,26,Cold,0.569,A,4
4_Pocillopora_sp_Isabela,4_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,26,Cold,0.569,A,4
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,26,Cold,0.569,A,7
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,26,Cold,0.569,A,7
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,26,Cold,0.607,A,6
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,26,Cold,0.607,A,6
2_Pocillopora_sp_Isabela,2_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,26,Cold,0.583,A,2
2_Pocillopora_sp_Isabela,2_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,26,Cold,0.583,A,2
8_Pocillopora_sp_Isabela,8_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,26,Cold,0.576,A,8
8_Pocillopora_sp_Isabela,8_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,26,Cold,0.576,A,8
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,26,Cold,0.546,A,4
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,26,Cold,0.546,A,4
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,26,Cold,0.454,A,3
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,26,Cold,0.454,A,3
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,26,Cold,0.551,A,6
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,26,Cold,0.551,A,6
1_Pavona_clavus_Isabela,1_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,26,Cold,0.551,A,1
1_Pavona_clavus_Isabela,1_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,26,Cold,0.551,A,1
5_Pavona_clavus_Isabela,5_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,26,Cold,0.547,A,5
5_Pavona_clavus_Isabela,5_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,26,Cold,0.547,A,5
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,20,Cold,0.596,A,3
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,20,Cold,0.596,A,3
8_Pocillopora_sp_Isabela,8_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,20,Cold,0.594,A,8
8_Pocillopora_sp_Isabela,8_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,20,Cold,0.594,A,8
1_Pocillopora_sp_Isabela,1_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,20,Cold,0.579,A,1
1_Pocillopora_sp_Isabela,1_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,20,Cold,0.579,A,1
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,20,Cold,0.5,A,6
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,20,Cold,0.5,A,6
2_Pocillopora_sp_Isabela,2_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,20,Cold,0.43,A,2
2_Pocillopora_sp_Isabela,2_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,20,Cold,0.43,A,2
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,20,Cold,0.54,A,2
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,20,Cold,0.54,A,2
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,20,Cold,0.55,A,4
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,20,Cold,0.55,A,4
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,20,Cold,0.531,A,7
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,20,Cold,0.531,A,7
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,20,Cold,0.578,A,6
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,20,Cold,0.578,A,6
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,20,Cold,0.54,A,5
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,20,Cold,0.54,A,5
3_Pavona_clavus_Isabela,3_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,20,Cold,0.546,A,3
3_Pavona_clavus_Isabela,3_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,20,Cold,0.546,A,3
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,20,Cold,0.562,A,8
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,20,Cold,0.562,A,8
5_Pavona_clavus_Isabela,5_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,20,Cold,0.544,A,5
5_Pavona_clavus_Isabela,5_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,20,Cold,0.544,A,5
4_Pocillopora_sp_Isabela,4_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,20,Cold,0.581,A,4
4_Pocillopora_sp_Isabela,4_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,20,Cold,0.581,A,4
7_Pocillopora_sp_Isabela,7_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,20,Cold,0.425,A,7
7_Pocillopora_sp_Isabela,7_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,20,Cold,0.425,A,7
1_Pavona_clavus_Isabela,1_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,20,Cold,0.509,A,1
1_Pavona_clavus_Isabela,1_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,20,Cold,0.509,A,1
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,16,Cold,0.534,A,4
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,16,Cold,0.534,A,4
4_Pocillopora_sp_Isabela,4_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,16,Cold,0.501,A,4
4_Pocillopora_sp_Isabela,4_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,16,Cold,0.501,A,4
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,16,Cold,0.505,A,7
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,16,Cold,0.505,A,7
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,16,Cold,0.52,A,3
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,16,Cold,0.52,A,3
5_Pavona_clavus_Isabela,5_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,16,Cold,0.513,A,5
5_Pavona_clavus_Isabela,5_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,16,Cold,0.513,A,5
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,16,Cold,0.573,A,6
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,16,Cold,0.573,A,6
1_Pocillopora_sp_Isabela,1_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,16,Cold,0.552,A,1
1_Pocillopora_sp_Isabela,1_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,16,Cold,0.552,A,1
7_Pocillopora_sp_Isabela,7_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,16,Cold,0.545,A,7
7_Pocillopora_sp_Isabela,7_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,16,Cold,0.545,A,7
1_Pavona_clavus_Isabela,1_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,16,Cold,0.467,A,1
1_Pavona_clavus_Isabela,1_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,16,Cold,0.467,A,1
8_Pocillopora_sp_Isabela,8_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,16,Cold,0.554,A,8
8_Pocillopora_sp_Isabela,8_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,16,Cold,0.554,A,8
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,16,Cold,0.549,A,5
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,16,Cold,0.549,A,5
3_Pavona_clavus_Isabela,3_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,16,Cold,0.461,A,3
3_Pavona_clavus_Isabela,3_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,16,Cold,0.461,A,3
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,16,Cold,0.523,A,8
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,16,Cold,0.523,A,8
2_Pocillopora_sp_Isabela,2_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,16,Cold,0.448,A,2
2_Pocillopora_sp_Isabela,2_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,16,Cold,0.448,A,2
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,16,Cold,0.496,A,6
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,16,Cold,0.496,A,6
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,16,Cold,0.501,A,2
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,16,Cold,0.501,A,2
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,12,Cold,0.309,A,3
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,12,Cold,0.309,A,3
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,12,Cold,0.455,A,6
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,12,Cold,0.455,A,6
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,12,Cold,0.479,A,8
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,12,Cold,0.479,A,8
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,12,Cold,0.48,A,4
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,12,Cold,0.48,A,4
5_Pavona_clavus_Isabela,5_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,12,Cold,0.416,A,5
5_Pavona_clavus_Isabela,5_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,12,Cold,0.416,A,5
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,12,Cold,0.507,A,7
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,12,Cold,0.507,A,7
2_Pocillopora_sp_Isabela,2_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,12,Cold,0.471,A,2
2_Pocillopora_sp_Isabela,2_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,12,Cold,0.471,A,2
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,12,Cold,0.4,A,6
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,12,Cold,0.4,A,6
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,12,Cold,0.538,A,5
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Cold,Isabela,Pocillopora_sp,12,Cold,0.538,A,5
1_Pavona_clavus_Isabela,1_Pavona_clavus_Isabela_Cold,Isabela,Pavona_clavus,12,Cold,0.497,A,1
